이름,레벨,푼 문제 번호,푼 문제의 레벨,unrated,bronze,silver,gold,platinum,diamond,ruby
서영숙,5,"[6300, 18169, 4970, 14476, 16161, 1625, 15736, 27941, 2065, 14937, 17102, 18945, 4995, 3827, 8876, 16482, 12977, 15829, 6593, 27437, 23740, 2671, 15810, 27294, 1233, 26598, 6568, 9236, 13977, 25686, 3060, 28073, 3989, 25215, 22254, 1030, 20315, 25493, 25383, 9207, 14177, 11651, 13186, 20949, 2222, 27988, 3711, 22974, 6086, 1419]","[21, 0, 13, 14, 15, 14, 7, 9, 14, 0, 22, 28, 19, 16, 22, 0, 15, 4, 11, 10, 11, 11, 9, 1, 4, 11, 11, 0, 16, 14, 6, 16, 16, 10, 13, 13, 19, 20, 20, 12, 20, 6, 21, 6, 16, 12, 6, 17, 13, 11]",4.0,3.0,9.0,18.0,11.0,4.0,1.0
서영일,6,"[27865, 1695, 3593, 9213, 1038, 25712, 11101, 25389, 1993, 16490, 11578, 16976, 18288, 14231, 20046, 10921, 13504, 19599, 23324, 1195, 1257, 14711, 17267, 23763, 20123, 2882, 16128, 11580, 25044, 16076, 16920, 9329, 23764, 13911, 25625, 9997, 25448, 12962, 27730, 20057, 17128, 2248, 1283, 17827, 1091, 20165, 27458, 20553, 25286, 1091]","[5, 12, 19, 14, 11, 12, 8, 20, 21, 0, 11, 19, 14, 9, 12, 24, 18, 8, 12, 11, 20, 12, 16, 20, 18, 18, 21, 5, 7, 0, 14, 5, 21, 14, 2, 13, 28, 0, 16, 13, 9, 13, 9, 9, 12, 11, 15, 14, 3, 12]",3.0,5.0,7.0,20.0,10.0,4.0,1.0
문상현,3,"[27235, 28447, 19844, 10409, 1989, 16195, 2759, 15945, 13223, 13542, 19573, 17359, 4357, 25917, 1030, 3656, 3197, 12763, 19542, 17069, 5055, 5536, 10729, 27988, 4095, 27940, 13429, 20932, 3421, 10703, 27071, 10469, 1769, 5800, 13504, 12435, 11328, 20113, 1178, 18945, 13432, 22978, 25592, 2725, 2333, 13533, 13542, 16905, 20503, 3498]","[22, 9, 7, 3, 16, 10, 12, 18, 3, 20, 24, 9, 20, 11, 13, 21, 16, 14, 13, 12, 0, 13, 17, 12, 12, 6, 18, 17, 24, 10, 22, 6, 6, 6, 18, 9, 4, 5, 16, 28, 22, 19, 5, 9, 12, 18, 20, 18, 22, 19]",1.0,5.0,11.0,10.0,15.0,7.0,1.0
노성호,1,"[16434, 27865, 9551, 1867, 15947, 23635, 25588, 26525, 22987, 17228, 2811, 15675, 17181, 9516, 1806, 21863, 23757, 1033, 14269, 27931, 3964, 22994, 15729, 15923, 2649, 16132, 20497, 16901, 16893, 6504, 17949, 1800, 6051, 1427, 26264, 9437, 2938, 28257, 15787, 4442, 17501, 28115, 12433, 16194, 16438, 12415, 12106, 1433, 22351, 2341]","[12, 5, 0, 18, 5, 0, 13, 14, 20, 19, 7, 20, 13, 0, 12, 19, 9, 14, 14, 8, 14, 9, 9, 3, 0, 12, 11, 22, 20, 6, 5, 15, 14, 6, 3, 4, 11, 13, 9, 16, 14, 5, 16, 10, 13, 13, 19, 15, 7, 12]",4.0,7.0,10.0,19.0,9.0,1.0,0.0
박옥순,7,"[14238, 16899, 13716, 2769, 3067, 9423, 28399, 1678, 19567, 5054, 2730, 2753, 17937, 23841, 2196, 9463, 23048, 14586, 17675, 3142, 13337, 3152, 23085, 3687, 14469, 13029, 2294, 23822, 2655, 4619, 3679, 25023, 10807, 10075, 21924, 15570, 25605, 13434, 19590, 25910, 17097, 16474, 5588, 24519, 16472, 2169, 18246, 28703, 23796, 25172]","[14, 18, 21, 20, 11, 14, 17, 0, 15, 4, 10, 1, 30, 5, 17, 16, 11, 15, 22, 14, 20, 7, 12, 14, 7, 17, 11, 22, 13, 3, 17, 28, 1, 26, 12, 15, 15, 0, 15, 16, 19, 16, 12, 16, 12, 14, 20, 13, 11, 17]",2.0,5.0,3.0,20.0,14.0,3.0,3.0
김민서,5,"[28064, 16990, 24431, 20008, 28256, 2170, 4577, 27455, 17440, 25375, 19597, 9084, 1325, 9763, 2161, 16951, 26070, 11725, 28382, 29204, 14222, 9576, 13447, 18185, 12416, 17231, 22946, 26142, 2929, 3421, 26125, 13279, 24454, 16895, 12746, 11797, 21980, 3037, 27973, 3595, 16941, 2517, 25954, 20052, 9069, 27979, 26599, 14233, 4096, 1852]","[6, 17, 7, 11, 9, 11, 13, 17, 20, 6, 11, 11, 10, 11, 6, 7, 7, 9, 28, 22, 11, 14, 24, 21, 15, 23, 14, 15, 5, 24, 13, 17, 21, 17, 19, 20, 9, 15, 10, 4, 24, 17, 27, 17, 0, 12, 15, 10, 7, 16]",1.0,2.0,13.0,15.0,10.0,7.0,2.0
이성민,4,"[13306, 14207, 16951, 19540, 10909, 3998, 23240, 27112, 22986, 27309, 12736, 2817, 13923, 3806, 2124, 17237, 3273, 15720, 1980, 14594, 14881, 12841, 9076, 25490, 25242, 16158, 13182, 4706, 18770, 11501, 3684, 9457, 28301, 1274, 1935, 12089, 16128, 19570, 8944, 23844, 13138, 10168, 20009, 19550, 12747, 2439, 2954, 28682, 22996, 14725]","[17, 19, 7, 21, 19, 24, 19, 9, 5, 25, 25, 8, 7, 13, 17, 12, 8, 6, 7, 7, 12, 9, 4, 20, 16, 14, 24, 3, 19, 9, 8, 14, 21, 0, 8, 0, 21, 24, 16, 15, 22, 21, 20, 21, 15, 2, 4, 5, 14, 13]",2.0,6.0,12.0,9.0,10.0,11.0,0.0
이미숙,2,"[2358, 2906, 18377, 9088, 23084, 1493, 25563, 13854, 7868, 19948, 12865, 16639, 22907, 3099, 16990, 2240, 5648, 13171, 15668, 1584, 27298, 17375, 16161, 2587, 23805, 27066, 6597, 25976, 9626, 25319, 11569, 18407, 13182, 7569, 13539, 2900, 24516, 24544, 12937, 3054, 28064, 16986, 14397, 13000, 1659, 11966, 26097, 20923, 2833, 2239]","[7, 19, 23, 0, 13, 13, 21, 23, 11, 8, 11, 15, 20, 12, 17, 11, 6, 8, 12, 11, 16, 26, 15, 4, 3, 11, 13, 11, 6, 11, 17, 18, 24, 11, 25, 13, 8, 4, 23, 6, 6, 13, 7, 0, 25, 3, 15, 10, 22, 12]",2.0,4.0,10.0,19.0,6.0,8.0,1.0
김병철,9,"[7488, 15666, 5559, 3935, 14248, 23056, 25603, 9358, 14925, 2694, 12435, 23034, 5883, 14632, 20914, 23251, 9548, 14468, 19702, 1720, 10423, 1012, 24502, 1848, 18935, 20535, 12745, 9413, 1319, 5060, 4531, 1899, 1850, 9733, 7682, 16466, 12949, 2019, 2414, 18932, 2565, 16481, 3623, 3752, 1088, 22115, 23559, 1239, 2116, 15575]","[0, 9, 21, 17, 9, 7, 11, 6, 12, 13, 9, 16, 7, 17, 8, 4, 20, 7, 21, 12, 14, 9, 15, 21, 11, 21, 17, 19, 14, 14, 10, 0, 10, 6, 11, 5, 0, 12, 18, 27, 11, 0, 0, 22, 19, 11, 11, 11, 11, 14]",5.0,2.0,12.0,17.0,8.0,5.0,1.0
최민서,10,"[25373, 10842, 19235, 29197, 18838, 1173, 9295, 16118, 11915, 1148, 3104, 1908, 1220, 3882, 11570, 25020, 1741, 27502, 10205, 1989, 5363, 9629, 14916, 27525, 14622, 13393, 4929, 20546, 11037, 2682, 2050, 19592, 25419, 13129, 25191, 10216, 5386, 11871, 2786, 19952, 1171, 14489, 7682, 21313, 2107, 22851, 7511, 2493, 20007, 3001]","[4, 27, 16, 9, 22, 4, 3, 15, 22, 11, 22, 16, 19, 18, 16, 25, 19, 13, 3, 16, 4, 19, 6, 23, 12, 22, 9, 6, 12, 14, 0, 6, 11, 3, 2, 12, 17, 17, 14, 12, 19, 2, 11, 4, 12, 22, 11, 11, 12, 17]",1.0,9.0,5.0,15.0,12.0,7.0,1.0
엄승민,8,"[2671, 1823, 15957, 28691, 14500, 13019, 5813, 4587, 1093, 11312, 14254, 11392, 7516, 15828, 23578, 17368, 5692, 15904, 14268, 1673, 18124, 9063, 13006, 28301, 15896, 11395, 2549, 8985, 20940, 22222, 24652, 22988, 1436, 24516, 24033, 27110, 1225, 25048, 15652, 10912, 17388, 16210, 28408, 14491, 15812, 25294, 13015, 15954, 2004, 1922]","[11, 13, 22, 1, 12, 12, 24, 10, 18, 3, 11, 29, 15, 7, 16, 21, 3, 6, 18, 4, 8, 3, 20, 21, 20, 24, 19, 19, 22, 29, 15, 14, 6, 8, 17, 2, 4, 14, 8, 26, 2, 12, 15, 4, 9, 11, 7, 10, 9, 12]",0.0,9.0,11.0,13.0,8.0,6.0,3.0
이정남,9,"[28123, 14179, 12791, 1892, 1389, 2112, 2503, 5377, 10569, 25558, 12101, 16985, 14878, 17676, 17470, 2404, 12428, 16125, 26159, 10170, 27731, 2157, 10789, 27741, 13445, 10299, 4504, 16950, 13247, 16492, 17138, 12107, 2246, 13252, 2822, 9339, 1740, 7783, 21942, 26517, 25215, 24435, 13009, 18768, 1140, 15809, 1617, 7523, 12884, 28476]","[20, 21, 5, 15, 10, 17, 8, 21, 3, 4, 10, 14, 22, 24, 16, 10, 19, 19, 14, 1, 17, 12, 17, 15, 19, 0, 3, 19, 13, 12, 19, 13, 5, 12, 6, 5, 7, 19, 14, 6, 10, 9, 21, 13, 19, 12, 19, 3, 17, 20]",1.0,8.0,9.0,12.0,15.0,5.0,0.0
이정남,9,"[27172, 16457, 1546, 20424, 12757, 14624, 20165, 2323, 15624, 1282, 18248, 4196, 27897, 18160, 15483, 16195, 2104, 27383, 19643, 1563, 1538, 19291, 17175, 27514, 16711, 26036, 13138, 17279, 28124, 5979, 11451, 10164, 18861, 17971, 17386, 11577, 4134, 11392, 25180, 25211, 17484, 5010, 9239, 12886, 1033, 2629, 9944, 25604, 2818, 1925]","[11, 10, 5, 19, 13, 4, 11, 21, 7, 20, 9, 17, 16, 15, 13, 10, 16, 22, 18, 12, 21, 20, 8, 8, 19, 21, 22, 15, 21, 26, 13, 10, 26, 21, 13, 13, 7, 29, 8, 18, 8, 18, 8, 12, 14, 13, 13, 13, 12, 7]",0.0,2.0,12.0,16.0,10.0,7.0,3.0
이성호,5,"[9660, 4531, 2134, 23304, 3230, 11407, 4355, 24416, 21297, 15779, 20543, 9236, 8986, 12950, 12095, 9987, 23330, 1482, 15665, 18808, 9764, 3621, 28452, 11575, 18441, 27157, 12858, 10839, 3007, 10409, 16075, 1420, 17635, 2907, 24443, 20665, 2917, 15493, 1252, 1388, 10072, 1094, 23315, 1660, 5052, 13711, 18185, 1048, 2652, 9236]","[11, 10, 8, 9, 6, 18, 15, 5, 0, 6, 15, 0, 16, 16, 13, 0, 8, 19, 9, 13, 10, 10, 16, 4, 26, 18, 21, 19, 18, 3, 0, 19, 24, 21, 11, 12, 14, 22, 4, 7, 13, 6, 22, 10, 12, 16, 21, 17, 15, 0]",5.0,4.0,12.0,11.0,11.0,6.0,1.0
김영수,6,"[3783, 17942, 2908, 10870, 6991, 3386, 4105, 13182, 11668, 14427, 1141, 2431, 10212, 19594, 14649, 2844, 20553, 13142, 23348, 2608, 18942, 15969, 1649, 16718, 27969, 15308, 18861, 12021, 14931, 28291, 27308, 16879, 1438, 2756, 11440, 15704, 5180, 17114, 17260, 7546, 3853, 26650, 15561, 1450, 1094, 22902, 23288, 28118, 22902, 16942]","[16, 15, 4, 4, 20, 0, 10, 24, 17, 13, 10, 20, 0, 16, 4, 24, 14, 21, 3, 11, 23, 4, 17, 26, 8, 25, 26, 9, 10, 11, 23, 20, 14, 4, 16, 16, 13, 15, 14, 8, 0, 10, 20, 15, 6, 20, 13, 12, 20, 13]",3.0,6.0,8.0,13.0,12.0,6.0,2.0
박하윤,1,"[2633, 27235, 16675, 27507, 17419, 23278, 3164, 12782, 13433, 5552, 21565, 16714, 15908, 18405, 20923, 25461, 1946, 2396, 2320, 1275, 5026, 16932, 9944, 17204, 13411, 28112, 9625, 2335, 3895, 1796, 13185, 28116, 20666, 1221, 28238, 12836, 14257, 15802, 25685, 12940, 2906, 17826, 13338, 2757, 24895, 3133, 13179, 10953, 1217, 18193]","[16, 22, 4, 21, 7, 5, 12, 7, 15, 17, 20, 20, 19, 11, 10, 20, 10, 22, 15, 15, 4, 13, 13, 8, 7, 18, 6, 13, 16, 12, 21, 8, 13, 19, 6, 4, 14, 0, 15, 0, 19, 4, 0, 8, 22, 20, 22, 3, 17, 22]",3.0,6.0,10.0,12.0,12.0,7.0,0.0
김영호,8,"[20411, 22963, 26081, 13877, 24519, 9369, 18500, 13573, 5823, 25338, 1392, 11536, 17359, 25025, 17953, 1799, 24228, 24900, 11479, 2540, 26261, 1334, 22032, 13324, 17097, 16638, 16951, 9333, 1503, 19591, 15963, 2398, 11557, 25642, 12672, 6000, 21920, 1430, 2850, 9239, 13027, 5397, 4949, 2256, 21865, 11915, 10179, 22346, 25712, 27501]","[6, 14, 17, 4, 16, 13, 15, 22, 26, 7, 4, 6, 9, 16, 11, 15, 6, 1, 19, 20, 17, 11, 16, 24, 19, 15, 7, 10, 9, 13, 2, 15, 5, 3, 0, 18, 7, 12, 25, 8, 14, 9, 7, 18, 22, 22, 3, 20, 12, 15]",1.0,7.0,12.0,13.0,11.0,5.0,1.0
이미경,7,"[1874, 15771, 2270, 13553, 15975, 12989, 2589, 2627, 18444, 15876, 2527, 1300, 10272, 11285, 12863, 28289, 15954, 1230, 5647, 1594, 20444, 18937, 18239, 17406, 2204, 9322, 25620, 7453, 15804, 26071, 23840, 17119, 1687, 26215, 13414, 2264, 12836, 14559, 3181, 2470, 1258, 22344, 23284, 24048, 3808, 5014, 19699, 16979, 17386, 18170]","[9, 22, 14, 20, 8, 23, 11, 0, 21, 6, 10, 15, 16, 5, 12, 3, 10, 15, 21, 14, 11, 18, 13, 12, 5, 7, 15, 14, 14, 9, 16, 0, 13, 8, 8, 0, 4, 20, 4, 11, 18, 18, 10, 16, 0, 10, 9, 20, 13, 13]",4.0,5.0,12.0,16.0,9.0,4.0,0.0
김정순,1,"[15552, 13912, 2196, 9577, 20549, 14898, 9499, 23290, 11256, 1411, 20442, 21599, 17267, 18344, 2176, 14902, 21565, 5534, 15887, 13174, 16643, 3770, 14925, 26150, 12939, 1780, 6444, 1737, 25317, 10327, 20128, 18138, 18771, 1511, 2506, 7558, 23812, 27650, 13446, 27605, 19598, 11060, 27733, 13133, 16227, 1277, 2752, 15596, 11950, 18197]","[2, 15, 17, 18, 15, 22, 0, 15, 6, 9, 14, 9, 16, 24, 14, 0, 20, 7, 6, 22, 19, 16, 12, 6, 20, 9, 18, 12, 18, 18, 14, 17, 21, 16, 3, 13, 3, 12, 0, 21, 11, 9, 21, 6, 15, 12, 2, 4, 9, 21]",3.0,5.0,10.0,13.0,12.0,7.0,0.0
박정희,4,"[1366, 2281, 28434, 13210, 5637, 14613, 20002, 24484, 10914, 3647, 22252, 28117, 15682, 10472, 5557, 13172, 1179, 10875, 2812, 1686, 1852, 1435, 12914, 24509, 2569, 9057, 11070, 16439, 4504, 12742, 9207, 17491, 16910, 25566, 10727, 15646, 11283, 1758, 16712, 4049, 17175, 18864, 24055, 6416, 19617, 27649, 14260, 2409, 10940, 22252]","[8, 13, 22, 23, 7, 10, 11, 9, 6, 23, 11, 10, 21, 10, 11, 12, 19, 16, 13, 12, 16, 14, 13, 6, 20, 10, 5, 7, 3, 16, 12, 13, 21, 17, 25, 17, 2, 7, 8, 16, 8, 23, 17, 0, 0, 8, 0, 22, 0, 11]",4.0,3.0,14.0,12.0,9.0,8.0,0.0
홍예지,10,"[19600, 11179, 2805, 25010, 9081, 15992, 10885, 27982, 28489, 14918, 1478, 1170, 27982, 13142, 2778, 5383, 20121, 2099, 2740, 10266, 27960, 3990, 21940, 1832, 2555, 2239, 9028, 11046, 19577, 10805, 11569, 28139, 15562, 1004, 17421, 23886, 27900, 1824, 11001, 20126, 10168, 26607, 18799, 13419, 17127, 5700, 20553, 12932, 16401, 16572]","[12, 5, 9, 26, 10, 10, 16, 4, 20, 0, 0, 18, 4, 21, 13, 24, 17, 15, 6, 17, 3, 22, 12, 19, 0, 12, 13, 16, 16, 16, 17, 12, 16, 8, 18, 5, 0, 18, 20, 8, 21, 13, 21, 4, 6, 0, 14, 16, 9, 16]",5.0,6.0,8.0,9.0,16.0,5.0,1.0
박주원,8,"[6525, 3057, 23043, 24391, 2872, 19850, 28471, 26521, 28451, 2463, 11057, 23252, 24435, 2873, 16954, 16455, 17177, 19568, 21398, 3000, 23638, 9373, 14568, 20166, 10987, 24417, 1075, 13309, 13009, 25487, 3925, 12898, 3519, 15887, 28255, 1204, 15972, 13420, 1309, 21735, 19587, 24521, 1728, 17373, 11569, 27070, 9729, 27725, 13006, 10898]","[13, 18, 18, 11, 9, 20, 10, 20, 16, 16, 10, 8, 9, 18, 13, 12, 5, 19, 16, 11, 19, 19, 3, 12, 3, 7, 4, 20, 21, 8, 8, 23, 0, 6, 5, 21, 18, 4, 10, 8, 15, 21, 17, 20, 17, 17, 0, 12, 20, 19]",2.0,6.0,11.0,8.0,19.0,4.0,0.0
김지연,2,"[26042, 24889, 4803, 3124, 20922, 28468, 3295, 5875, 2444, 1145, 14631, 3056, 5719, 19235, 2035, 10173, 20920, 16227, 2675, 28476, 10218, 3169, 10167, 3837, 28118, 1997, 18223, 2031, 1647, 26125, 16283, 16463, 18116, 1378, 22846, 27890, 11441, 2920, 25625, 18776, 16907, 2579, 3693, 24462, 23321, 19577, 11667, 8112, 27935, 17484]","[6, 19, 12, 14, 10, 17, 19, 13, 3, 5, 19, 16, 16, 16, 13, 4, 8, 15, 4, 20, 16, 22, 21, 19, 12, 11, 12, 14, 12, 13, 4, 8, 12, 0, 13, 2, 8, 4, 2, 20, 22, 8, 11, 12, 5, 16, 23, 17, 17, 8]",1.0,9.0,7.0,15.0,14.0,4.0,0.0
류민수,2,"[18807, 5530, 7777, 12034, 24552, 27530, 13161, 9486, 2632, 16465, 2661, 25417, 22255, 5522, 10173, 3985, 27894, 13006, 12970, 13975, 11967, 1591, 28062, 16211, 11921, 18232, 17624, 14743, 28475, 15926, 15775, 2897, 28299, 10835, 14369, 26602, 16675, 1261, 15993, 16166, 5685, 11014, 1521, 1407, 13330, 15669, 24453, 9073, 1634, 3033]","[0, 20, 22, 6, 12, 21, 20, 16, 14, 12, 12, 11, 14, 1, 4, 5, 17, 20, 12, 12, 14, 20, 4, 14, 0, 9, 22, 14, 15, 13, 18, 5, 22, 11, 11, 19, 4, 12, 10, 11, 0, 19, 16, 12, 17, 16, 13, 0, 14, 18]",4.0,6.0,3.0,20.0,13.0,4.0,0.0
김현준,2,"[16219, 25587, 12755, 9372, 20532, 10156, 25216, 1718, 15966, 25705, 3043, 19540, 1444, 18831, 17407, 23037, 17354, 25759, 11558, 2960, 16924, 16493, 1871, 7775, 14597, 10282, 24917, 2667, 1419, 1362, 27938, 25963, 2061, 1810, 12903, 5375, 1027, 1815, 27304, 16075, 23326, 20156, 16002, 18170, 1593, 22879, 14930, 3981, 21874, 2714]","[11, 13, 7, 7, 17, 2, 15, 4, 10, 5, 17, 21, 19, 25, 18, 4, 14, 12, 7, 7, 9, 9, 4, 13, 11, 12, 23, 10, 11, 4, 24, 15, 3, 13, 13, 16, 12, 0, 16, 0, 13, 17, 26, 13, 11, 23, 9, 13, 14, 6]",2.0,7.0,10.0,18.0,7.0,5.0,1.0
김서준,3,"[11091, 1536, 14736, 13315, 1969, 14595, 14559, 20950, 28267, 13249, 24535, 17207, 20532, 13255, 15641, 23720, 1511, 26162, 15353, 19648, 14916, 10541, 15321, 16948, 15306, 11866, 17835, 24417, 17469, 20056, 23755, 22883, 3035, 23316, 23257, 2106, 12515, 25621, 24389, 1273, 11900, 17144, 23323, 12788, 18859, 10732, 2912, 24092, 2449, 6416]","[4, 18, 5, 16, 7, 13, 20, 9, 16, 11, 16, 6, 17, 13, 0, 22, 16, 6, 8, 18, 6, 15, 14, 10, 20, 6, 14, 7, 18, 12, 18, 24, 5, 14, 13, 0, 18, 15, 5, 18, 15, 12, 9, 7, 17, 0, 19, 10, 18, 0]",4.0,4.0,12.0,12.0,16.0,2.0,0.0
장경자,8,"[21394, 18429, 14215, 25945, 25687, 20656, 15831, 3973, 28700, 22252, 23309, 27506, 11693, 22859, 5394, 9177, 1689, 2830, 9074, 16509, 20436, 9423, 22222, 27318, 7613, 18834, 5476, 10874, 17423, 2147, 11060, 1023, 16569, 27524, 27658, 28117, 27309, 25962, 1083, 2443, 28275, 25976, 25013, 16914, 2259, 12022, 12842, 24540, 28470, 5015]","[5, 8, 3, 8, 17, 29, 13, 14, 0, 11, 12, 18, 15, 13, 24, 12, 12, 13, 0, 11, 7, 14, 29, 18, 23, 0, 21, 4, 20, 0, 9, 18, 12, 18, 22, 10, 25, 16, 11, 3, 20, 11, 24, 19, 14, 20, 9, 18, 6, 13]",4.0,4.0,7.0,16.0,11.0,6.0,2.0
배지우,2,"[23978, 23818, 5823, 12736, 25210, 28296, 12906, 10251, 23293, 19570, 16113, 17179, 2405, 2053, 3779, 2015, 15567, 25400, 1617, 15790, 27318, 16900, 15658, 4779, 21565, 16967, 24883, 18167, 17410, 6416, 24415, 10976, 12920, 3038, 16397, 13256, 23037, 17494, 4399, 26077, 4884, 16482, 13340, 1222, 28682, 27890, 16966, 1665, 11050, 27310]","[11, 15, 26, 25, 14, 18, 13, 16, 10, 24, 9, 11, 12, 0, 17, 12, 20, 5, 19, 13, 18, 16, 9, 8, 20, 8, 2, 23, 21, 0, 17, 17, 17, 18, 12, 16, 4, 10, 15, 15, 6, 0, 17, 14, 5, 2, 25, 20, 5, 2]",3.0,7.0,7.0,12.0,15.0,5.0,1.0
이하윤,10,"[16220, 18129, 1191, 26088, 11281, 13460, 2543, 16712, 28219, 9486, 3118, 2357, 10430, 10944, 5636, 28290, 16130, 17483, 2142, 23974, 17101, 11687, 2933, 24891, 27903, 22869, 27467, 25610, 2076, 1621, 21568, 1263, 2569, 5972, 14231, 6595, 17390, 17466, 1964, 2087, 18442, 2996, 10973, 27167, 3643, 23836, 11394, 2108, 15777, 9343]","[16, 5, 21, 18, 18, 15, 17, 8, 17, 16, 0, 15, 1, 0, 10, 2, 5, 0, 15, 13, 21, 10, 15, 11, 0, 10, 10, 19, 19, 13, 0, 11, 20, 11, 9, 13, 8, 4, 4, 15, 9, 0, 8, 23, 17, 21, 15, 8, 22, 15]",6.0,6.0,10.0,13.0,10.0,5.0,0.0
김정식,5,"[25329, 28132, 25617, 24264, 24337, 23351, 24390, 7144, 2545, 11694, 17225, 6503, 11399, 5717, 25441, 16906, 2632, 6884, 20496, 23331, 3345, 9347, 2374, 3852, 14847, 14697, 16485, 3409, 14003, 2431, 14654, 15906, 15551, 13446, 28014, 12861, 22253, 25391, 23246, 3179, 12931, 20114, 2553, 9556, 14268, 3133, 15978, 28239, 1252, 28426]","[7, 15, 24, 3, 13, 8, 10, 17, 6, 19, 10, 10, 7, 2, 22, 16, 14, 9, 15, 16, 18, 13, 12, 0, 17, 4, 4, 21, 16, 20, 6, 15, 13, 0, 3, 15, 15, 11, 6, 20, 11, 6, 9, 17, 18, 20, 24, 5, 4, 11]",2.0,7.0,12.0,13.0,12.0,4.0,0.0
전지원,5,"[12875, 1965, 14744, 11727, 1501, 10859, 28039, 16002, 23755, 14680, 3169, 10912, 2831, 21774, 25487, 5502, 17071, 2521, 9281, 4913, 3020, 15933, 6503, 17208, 2017, 25175, 17420, 2517, 3456, 2051, 7571, 28118, 16678, 1872, 4219, 15977, 15683, 23030, 17251, 9212, 14496, 25165, 26158, 16495, 16564, 19698, 24028, 11903, 17262, 14670]","[12, 9, 18, 8, 11, 9, 19, 26, 18, 7, 22, 26, 12, 13, 8, 13, 16, 0, 22, 12, 11, 17, 10, 12, 21, 3, 15, 17, 20, 19, 10, 12, 11, 11, 18, 22, 12, 12, 11, 21, 9, 4, 18, 5, 10, 2, 23, 24, 7, 7]",1.0,4.0,11.0,15.0,10.0,7.0,2.0
최선영,1,"[3697, 21760, 16131, 18238, 12857, 11653, 2837, 18124, 21394, 20542, 2149, 27945, 2492, 27882, 16912, 27085, 2907, 22986, 4205, 8876, 25441, 14864, 12745, 29199, 2447, 1653, 25180, 15680, 28161, 18167, 28215, 2579, 1157, 25021, 9656, 25619, 28083, 14730, 13327, 25171, 4619, 3878, 3568, 2681, 17226, 3645, 27435, 20930, 1686, 17265]","[17, 6, 7, 4, 19, 5, 24, 8, 5, 13, 8, 13, 13, 17, 21, 14, 21, 5, 19, 22, 22, 14, 17, 14, 11, 16, 8, 1, 23, 23, 7, 8, 5, 23, 7, 14, 16, 6, 18, 14, 3, 19, 8, 15, 17, 20, 15, 16, 12, 11]",0.0,7.0,10.0,13.0,12.0,8.0,0.0
김민수,2,"[18867, 10881, 2473, 1816, 28357, 15665, 16876, 16464, 19955, 26652, 27170, 3024, 28269, 13887, 20156, 23049, 25517, 9043, 25623, 1259, 1010, 10179, 28304, 9239, 23053, 25165, 10979, 16571, 17442, 21294, 3105, 17298, 23030, 25580, 16130, 17131, 13509, 7512, 26653, 14887, 29201, 9469, 20424, 20301, 23285, 22962, 15958, 14567, 17072, 25600]","[9, 12, 13, 5, 9, 9, 14, 9, 21, 13, 20, 8, 20, 27, 17, 23, 17, 0, 18, 5, 6, 3, 23, 8, 23, 4, 17, 13, 23, 0, 0, 12, 12, 14, 5, 17, 20, 13, 15, 22, 23, 3, 19, 8, 14, 20, 23, 11, 5, 2]",3.0,8.0,8.0,12.0,10.0,8.0,1.0
최현준,9,"[4597, 27884, 17116, 16215, 1406, 14620, 13011, 1625, 23355, 25031, 17612, 12752, 14743, 2710, 24885, 20669, 27470, 27382, 10279, 28382, 13911, 2952, 23354, 20005, 8986, 1131, 16395, 26216, 15991, 3044, 20415, 14909, 24523, 4563, 1042, 14076, 5178, 2058, 5656, 14716, 3595, 14936, 25194, 25636, 2297, 23741, 2520, 4153, 3088, 17822]","[4, 10, 0, 22, 9, 9, 10, 14, 18, 16, 14, 22, 14, 17, 12, 16, 16, 20, 18, 28, 14, 0, 13, 13, 16, 16, 6, 13, 10, 18, 16, 3, 9, 11, 20, 24, 18, 13, 4, 10, 4, 7, 10, 13, 0, 12, 4, 3, 8, 14]",3.0,6.0,11.0,13.0,13.0,3.0,1.0
이영일,1,"[2173, 17132, 28243, 25626, 14786, 11046, 9625, 17439, 23028, 15665, 13254, 17472, 15659, 12094, 25289, 25022, 13459, 3763, 10252, 1480, 17944, 13752, 3447, 19238, 2037, 10265, 4766, 28279, 5639, 11726, 11407, 4442, 1528, 2919, 21312, 19578, 20366, 2497, 10869, 27955, 1016, 14623, 2640, 22356, 13441, 15770, 11909, 26647, 13699, 2304]","[14, 16, 18, 27, 13, 16, 6, 25, 6, 9, 16, 15, 12, 17, 12, 20, 15, 24, 9, 15, 3, 2, 5, 14, 5, 17, 3, 7, 11, 8, 18, 16, 12, 20, 3, 22, 13, 17, 1, 18, 15, 4, 0, 22, 20, 14, 11, 25, 7, 9]",1.0,8.0,8.0,14.0,13.0,5.0,1.0
황민석,6,"[21973, 12416, 3896, 10174, 17202, 17102, 18428, 27504, 1856, 27173, 19620, 1628, 19643, 15940, 7687, 13459, 16201, 25285, 27084, 3954, 1013, 5988, 17416, 28158, 13974, 24417, 4884, 15481, 24025, 5012, 14229, 25580, 19954, 1058, 17376, 2551, 9997, 12428, 1020, 1525, 17622, 7868, 20315, 17363, 13258, 8462, 1156, 10703, 10419, 28128]","[25, 15, 10, 4, 5, 22, 11, 16, 15, 22, 24, 24, 18, 22, 19, 15, 15, 3, 11, 15, 11, 3, 19, 22, 19, 7, 6, 20, 12, 17, 0, 14, 16, 9, 23, 12, 13, 19, 19, 14, 13, 11, 19, 5, 11, 19, 21, 10, 3, 14]",1.0,6.0,5.0,17.0,12.0,9.0,0.0
